order_id,customer_id,product_id,order_date,quantity,unit_price,discount,region_x,status,revenue,name,age,gender,city,region_y,signup_date,membership_tier,signup_year,tenure_days,age_group,tenure_months,product_name,category,cost_price,selling_price,stock_available,profit,margin,inventory_cost,inventory_revenue,inventory_risk,inventory_risk_label,price_bucket
ORD10068,C1117,P003,2022-03-25,1,54.99,0.05,West,Completed,52.2405,Harish Agarwal,47,Female,Pune,West,2020-02-22,Silver,2020,847,36-50,28.23333333333333,Denim Jeans,Apparel,18.0,54.99,378,36.99,0.6726677577741408,6804.0,20786.22,False,Normal,Mid Price
ORD10069,C1075,P007,2023-10-28,1,210.0,0.05,West,Completed,199.5,Amit Agarwal,44,Male,Mumbai,West,2021-11-02,Platinum,2021,228,36-50,7.6,Smartwatch Pro,Electronics,95.0,210.0,218,115.0,0.5476190476190477,20710.0,45780.0,False,Normal,High Price
ORD10070,C1159,P012,2023-04-29,2,44.99,0.2,North,Completed,71.98400000000001,Tarun Singh,48,Female,Delhi,North,2022-04-03,Gold,2022,76,36-50,2.533333333333333,Portable Charger,Electronics,18.0,44.99,244,26.99,0.5999110913536342,4392.0,10977.56,False,Normal,Mid Price
ORD10071,C1194,P010,2022-01-06,4,39.99,0.1,North,Completed,143.964,Divya Mishra,44,Female,Chandigarh,North,2020-11-16,Gold,2020,579,36-50,19.3,USB-C Hub,Electronics,15.0,39.99,151,24.99,0.6249062265566392,2265.0,6038.490000000001,False,Normal,Mid Price
ORD10072,C1161,P029,2023-07-16,4,199.99,0.0,South,Completed,799.96,Swati Sinha,35,Female,Hyderabad,South,2020-07-22,Gold,2020,696,26-35,23.2,Air Purifier,Home & Kitchen,90.0,199.99,473,109.99,0.5499774988749437,42570.0,94595.27,True,High Risk,High Price
ORD10073,C1030,P013,2022-10-23,1,49.99,0.1,East,Completed,44.991,Vikram Pandey,34,Female,Guwahati,East,2020-08-07,Gold,2020,680,26-35,22.666666666666668,Yoga Mat,Sports & Fitness,18.0,49.99,360,31.99,0.6399279855971194,6480.0,17996.4,False,Normal,Mid Price
ORD10074,C1138,P032,2023-09-30,1,34.99,0.2,South,Completed,27.992000000000004,Tarun Mishra,22,Male,Chennai,South,2021-07-16,Silver,2021,337,18-25,11.233333333333333,Water Purifier Filter,Home & Kitchen,12.0,34.99,489,22.99,0.6570448699628465,5868.0,17110.11,False,Normal,Mid Price
ORD10075,C1068,P006,2022-01-17,2,129.99,0.0,South,Completed,259.98,Karan Sinha,43,Male,Hyderabad,South,2021-02-19,Gold,2021,484,36-50,16.133333333333333,Wireless Headphones,Electronics,65.0,129.99,101,64.99000000000001,0.499961535502731,6565.0,13128.990000000002,False,Normal,High Price
ORD10076,C1142,P030,2022-10-26,1,109.99,0.0,East,Completed,109.99,Gaurav Singh,45,Female,Guwahati,East,2020-09-06,Gold,2020,650,36-50,21.666666666666668,Coffee Maker,Home & Kitchen,45.0,109.99,306,64.99,0.5908718974452223,13770.0,33656.939999999995,False,Normal,High Price
ORD10077,C1072,P003,2023-03-03,1,54.99,0.0,West,Completed,54.99,Tarun Malhotra,40,Male,Surat,West,2021-11-19,Silver,2021,211,36-50,7.033333333333333,Denim Jeans,Apparel,18.0,54.99,378,36.99,0.6726677577741408,6804.0,20786.22,False,Normal,Mid Price
ORD10078,C1186,P010,2023-01-05,1,39.99,0.0,North,Completed,39.99,Rohan Sinha,52,Male,Jaipur,North,2021-05-02,Gold,2021,412,50+,13.733333333333333,USB-C Hub,Electronics,15.0,39.99,151,24.99,0.6249062265566392,2265.0,6038.490000000001,False,Normal,Mid Price
ORD10079,C1103,P031,2023-06-04,2,49.99,0.0,North,Completed,99.98,Tanvi Singh,39,Male,Jaipur,North,2020-10-12,Gold,2020,614,36-50,20.466666666666665,Non-stick Pan,Home & Kitchen,18.0,49.99,190,31.99,0.6399279855971194,3420.0,9498.1,False,Normal,Mid Price
ORD10080,C1134,P026,2023-10-13,1,19.99,0.0,East,Completed,19.99,Manish Nair,29,Female,Bhubaneswar,East,2021-12-11,Gold,2021,189,26-35,6.3,Hair Serum,Beauty & Personal Care,6.0,19.99,323,13.989999999999998,0.6998499249624812,1938.0,6456.77,False,Normal,Low Price
ORD10081,C1042,P015,2023-01-01,3,24.99,0.0,East,Completed,74.97,Pooja Rao,23,Male,Kolkata,East,2020-05-02,Gold,2020,777,18-25,25.9,Resistance Bands Set,Sports & Fitness,8.0,24.99,117,16.99,0.6798719487795117,936.0,2923.83,False,Normal,Low Price
ORD10082,C1138,P006,2023-10-06,1,129.99,0.0,South,Completed,129.99,Tarun Mishra,22,Male,Chennai,South,2021-07-16,Silver,2021,337,18-25,11.233333333333333,Wireless Headphones,Electronics,65.0,129.99,101,64.99000000000001,0.499961535502731,6565.0,13128.990000000002,False,Normal,High Price
ORD10083,C1034,P039,2022-05-17,1,22.99,0.0,West,Completed,22.99,Divya Nair,34,Male,Ahmedabad,West,2021-07-03,Gold,2021,350,26-35,11.666666666666666,Kids Painting Kit,Toys & Games,8.0,22.99,88,14.989999999999998,0.6520226185297956,704.0,2023.12,False,Normal,Low Price
ORD10084,C1102,P007,2022-06-29,3,210.0,0.0,East,Completed,630.0,Simran Singh,53,Female,Patna,East,2021-03-22,Platinum,2021,453,50+,15.1,Smartwatch Pro,Electronics,95.0,210.0,218,115.0,0.5476190476190477,20710.0,45780.0,False,Normal,High Price
ORD10085,C1198,P038,2023-05-06,2,64.99,0.0,South,Returned,129.98,Pranav Sinha,22,Female,Hyderabad,South,2020-12-26,Silver,2020,539,18-25,17.966666666666665,Remote Control Car,Toys & Games,22.0,64.99,78,42.99,0.6614863825203877,1716.0,5069.219999999999,False,Normal,High Price
ORD10086,C1110,P033,2023-04-14,1,59.99,0.1,South,Completed,53.991,Rajesh Sinha,54,Female,Kochi,South,2021-12-20,Gold,2021,180,50+,6.0,Bedsheet Set,Home & Kitchen,20.0,59.99,343,39.99,0.6666111018503084,6860.0,20576.57,False,Normal,High Price
ORD10087,C1037,P008,2022-11-20,4,89.99,0.0,West,Completed,359.96,Aditya Sinha,50,Female,Ahmedabad,West,2022-06-04,Gold,2022,14,36-50,0.4666666666666667,Bluetooth Speaker,Electronics,40.0,89.99,50,49.99,0.5555061673519279,2000.0,4499.5,False,Normal,High Price
ORD10088,C1139,P031,2023-07-11,1,49.99,0.1,North,Completed,44.991,Varun Mishra,50,Male,Delhi,North,2021-10-07,Gold,2021,254,36-50,8.466666666666667,Non-stick Pan,Home & Kitchen,18.0,49.99,190,31.99,0.6399279855971194,3420.0,9498.1,False,Normal,Mid Price
ORD10089,C1170,P011,2022-02-18,3,159.99,0.0,North,Completed,479.97,Jyoti Kumar,54,Female,Jaipur,North,2022-03-20,Gold,2022,90,50+,3.0,Noise Cancelling Earbuds,Electronics,80.0,159.99,496,79.99000000000001,0.4999687480467529,39680.0,79355.04000000001,True,High Risk,High Price
ORD10090,C1176,P031,2023-01-12,1,49.99,0.0,East,Completed,49.99,Rohan Kumar,48,Female,Bhubaneswar,East,2021-08-24,Platinum,2021,298,36-50,9.933333333333334,Non-stick Pan,Home & Kitchen,18.0,49.99,190,31.99,0.6399279855971194,3420.0,9498.1,False,Normal,Mid Price
ORD10091,C1186,P029,2023-01-31,1,199.99,0.2,North,Completed,159.99200000000002,Rohan Sinha,52,Male,Jaipur,North,2021-05-02,Gold,2021,412,50+,13.733333333333333,Air Purifier,Home & Kitchen,90.0,199.99,473,109.99,0.5499774988749437,42570.0,94595.27,True,High Risk,High Price
